video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at,search_term
/shorts/A9XlD6n8JHE,/@pharmsohardnetwork,Pharm So Hard Network,What is Ableism  Unpacking Discrimination in Healthcare,188,1 year,"Ableism is a set of beliefs and practices that devalue and discriminate against people with physical, intellectual, or psychiatric ...",2026-01-22 06:03:06.009410,ableism definition
/watch?v=m__Inb0_dZk&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@socialworktechwriter,Social Work Technical Writer,Module 1: What is ableism?,259,4 years,"This is the first module in a four-part series on ableism. After watching this video, you will be better able to answer the question, ...",2026-01-22 06:03:06.011290,ableism definition
/watch?v=JHVyP5Ik0WM&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@cassandrazaring1123,Cassandra Zaring,Ableism as Defined by College Students,58,9 years,"Focused Inquiry Project on Ableism (Excuse the screen record, couldn't get video to upload any other way)",2026-01-22 06:03:06.012465,ableism definition
/shorts/fa-MqQny-BA,/@orionkelly,Orion Kelly - That Autistic Guy,The Use of Ableist Language in the Autistic Community #autism,17K,1 year,Watch the full length video podcast on my dedicated podcast channel @orionkellypodcasts Hi! I'm Orion Kelly and I'm Autistic.,2026-01-22 06:03:06.013770,ableism definition
/watch?v=cAkfjh1yKKk&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@youtubesdictionary119,Youtube's Dictionary,Ableism Meaning,66,10 years,"Don't forget to check out the links below thanks for watching, please like and subscribe!!",2026-01-22 06:03:06.014992,ableism definition
/watch?v=cLKUMcPx8SA&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@adictionary3492,ADictionary,Ableist Meaning,1K,10 years,"Video shows what ableist means. Of or pertaining to ableism. Ableist Meaning. How to pronounce, definition audio dictionary.",2026-01-22 06:03:06.016261,ableism definition
/watch?v=kY6L0IvN9mA&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@mydictionary_official,My Dictionary,Ableism - Meaning and How To Pronounce,16,3 years,"In this video, you will learn what the word ""Ableism"" means. Learn to pronounce the word ""Ableism"". Build your vocabulary every ...",2026-01-22 06:03:06.017555,ableism definition
/watch?v=RrAn6_3FU48&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@talilalewis6274,"Talila A. Lewis, Esq.",Working Definition of Ableism by Talila A. Lewis | English & ASL | January 2022 Update,929,4 months,"Here, I provide English text and audio as well as a rough ASL transexpansion (quasi translation with a lot of expansions) of the ...",2026-01-22 06:03:06.020719,ableism definition
/shorts/4omY_6zD4fo,/@SquirmyandGrubs,Squirmy and Grubs,Representation Matters,17M,1 year,Disability representation in Halloween decor is so important! Our latest vlog: https://youtu.be/JPSRDskYW1s.,2026-01-22 06:03:06.022038,ableism definition
/watch?v=aMmhDkG5JYg&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@TEDx,TEDx Talks,The Psychology of Ableism | Kathleen Bogart | TEDxUofW,12K,3 years,"In the age of zoom and masks, expression of body language can be limited. Professor Kathleen Bogart describes the even greater ...",2026-01-22 06:03:06.023798,ableism definition
/watch?v=KHdftAgNQAo&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@DelawareValleyUniversity,Delaware Valley University,Radical DisAbility: Understanding Ableism and Disability Identities,2K,10 years,"Dr. AndreAs Neumann-Mascis, April 28, 2015.",2026-01-22 06:03:06.025608,ableism definition
/watch?v=yWf1LWgJWSA&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@agehrz,Andrea Gehrz,"On Ableism: Ableism Definitions, Ableism vs. Thrivalism, and much more.  Thorne Waya Davis and ALG.",62,10 months,"Andrea Gehrz is an astrologer, author, artist, and teacher who runs the Moira Press. The Moira Press offers: Chart Readings Hand ...",2026-01-22 06:03:06.026770,ableism definition
/shorts/Tl1xPnwUbB4,/@audhdpda,"The Dr. Zee - Autism, ADHD, PDA, and Naturopathy ",Ableism Explained: What Most People Get Wrong About Neurodivergence,1.8K,3 months,AbleismAwareness #Neurodiversity #EndDiscrimination #InclusionMatters #DisabilityAdvocacy #NeurodivergentCommunity.,2026-01-22 06:03:06.028016,ableism definition
/shorts/WfNVa8zF_rk,/@imtiffanyyu,Tiffany Yu,Part 7 - The Anti-Ableism Series - be a better ally to disabled people,433,4 years,Day 7 Definitions of disability (continued) Video description/ transcript: Do you want to be a better ally to people with disabilities?,2026-01-22 06:03:13.969002,ableism definition
/watch?v=QZboSsCjB18&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@Perfectly_Pronounced,PerfectlyPronounced,How To Pronounce Ableism? (CORRECTLY) Meaning & Pronunciation,4,8 months,"How To Pronounce Ableism? (CORRECTLY) Meaning & Pronunciation Ableism Meaning, Definition, and Explanation: Ableism ...",2026-01-22 06:03:13.970539,ableism definition
/watch?v=8pZkKXwUxQU&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u0gcJCYcKAYcqIYzv,/@ASalvador2003,Associação Salvador,What is Ableism?,1.5K,1 year,"Within the scope of the Inclusion4All project, the Associação Salvador and the Irish Wheelchair Association have been promoting ...",2026-01-22 06:03:13.971587,ableism definition
/watch?v=Etr1ErYP__A&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@Wordogram,Wordogram,Ableism Meaning,1 view,4 years,"English words and its meaning, improve word power and learn english easily.",2026-01-22 06:03:13.972661,ableism definition
/shorts/fd46uQbKa6Y,/@PsychologyWorksOfficial,PsychologyWorks,How to Tell If Someone Has Autism (full video: https://youtu.be/V8nZubKi9FM),738K,3 years,Dr. Scott Greenaway starts to go through the common signs of autism spectrum disorder. See the full video here: ...,2026-01-22 06:03:13.973795,ableism definition
/watch?v=bpTd6FUDFU4&t=188s&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@UniversityOfDundee,University of Dundee,Prof Fiona Kumari Campbell |  What the Devil are Studies in Ableism?,2.8K,4 years,"Professor Fiona Kumari Campbell, the world's first Professor of Disability and Ableism Studies, introduced a new field of ...",2026-01-22 06:03:13.977492,ableism definition
/watch?v=CG9M4OA77bo&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@Perfectly_Pronounced,PerfectlyPronounced,How To Pronounce Ableist? (CORRECTLY) Meaning & Pronunciation,15,8 months,"How To Pronounce Ableist? (CORRECTLY) Meaning & Pronunciation Ableist Meaning, Definition, and Explanation: Ableist refers ...",2026-01-22 06:03:13.981054,ableism definition
/watch?v=9MvmLnS7hLs&t=42s&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@PDADadUK,Celebrate Neurodiversity - PDA Dad UK,What is Ableism? A look the enemy of Autism and Pathological Demand Avoidance,2.2K,4 years,Ableism is all too common and very misunderstood because most people don't know what it is. It's something that people with ...,2026-01-22 06:03:13.984744,ableism definition
/shorts/FtzguiTlWRI,/@KanikaBatra,Kanika Batra,Diagnosed Sociopath: How To Spot Us #shorts,1M,3 years,Diagnosed Sociopath (ASPD) Kanika Batra reveals how to spot fellow sociopaths otherwise known as anti social personality ...,2026-01-22 06:03:13.988002,ableism definition
/shorts/WQLLmLvfv8o,/@autismfromtheInside,Autism From The Inside,How to Spot Autism in High Masking Autistic Women   Preview for This Friday’s Video #shorts,318K,3 years,shorts A mask can be like a façade or an optical illusion that looks flawless at a certain angle but on a different angle or ...,2026-01-22 06:03:13.993341,ableism definition
/watch?v=vmYC1MevSms&t=118s&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@Autistamatic,Autistamatic,Internalised Ableism : Disability & Society Explained,4.9K,4 years,"If you've ever used or seen the phrase ""Internalised Ableism"" this video is for you. Often misused, it's a phrase seen commonly in ...",2026-01-22 06:03:13.998318,ableism definition
/shorts/ItpfEkVjaus,/@SarahToddHammer,Sarah Todd Hammer,Stop telling disabled people to do things differently #Disability #Disabled #Ableism,8.7K,9 hours,"Get 10% off hands-free Kizik shoes: https://get.aspr.app/SH15St Get 15% off accessible flosser, Flaus: ...",2026-01-22 06:03:13.999452,ableism definition
/shorts/QoBa7PNTtSA,/@imtiffanyyu,Tiffany Yu,Part 2 - The Anti-Ableism Series - be a better ally to disabled people,993,4 years,"Day 2 (December 21, 2020) Now that Reels can be longer than 30 seconds, I'm uploading days 1-3 so you have access to the full ...",2026-01-22 06:03:14.002608,ableism definition
/shorts/VPnClqXRvpE,/@SoulWords,SoulWords—Rabbi Shais Taub,Are you neurodivergent? Take this test!,51K,1 year,This test will take less than 45 seconds. #neurodivergent Make sure to subscribe for more Soulful content! . . . ➡️ Share ...,2026-01-22 06:03:14.003635,ableism definition
/shorts/Go1UwGO3l9g,/@AmenClinic,AmenClinics,The 7 Types of ADHD Explained...,472K,6 months,Want to hear more check out @JayShettyPodcast. for the full episode or click the link below. Full Episode: ...,2026-01-22 06:03:14.009796,ableism definition
/shorts/OLY1bNMFJoM,/@twelvedrawings,TwelveDrawings,"1930s definition for AA ""Conscious Contact"" - #shorts",71,2 years,"Step 11: A reflection on the words ""Conscious Contact"" in Alcoholics Anonymous recovery. See more at twelvedrawings.com.",2026-01-22 06:03:22.296763,ableism definition
/shorts/ljH-kHqehJI,/@SabrinaBrightstar44,Sabrina Brightstar : Conscious Wayshower,Understanding Communication Through Vibration in Autism,464,11 months,"In our family, we explore how vibrations shape our unique communication style, revealing that words can often hold different ...",2026-01-22 06:03:22.297495,ableism definition
/shorts/dr13hpJ-PV8,/@alyciaspeaking,Alycia Speaking,Disabling Ableism Microlearning Series Definitions Teaser,47,3 years,This teaser demonstrates the definition portions that are included in the Disabling Ableism The Modern Pathway to Inclusion ...,2026-01-22 06:03:22.298220,ableism definition
/shorts/AbWBw9DLhdc,/@DrTraceyMarks,Dr. Tracey Marks,Psychopathy Is About a Lack of Empathy and Remorse #shorts,193K,3 years,"GET MY ANXIETY BOOK http://WhyAmIAnxious.com FOLLOW ME ON INSTAGRAM for quick, bite-sized mental-health tips ...",2026-01-22 06:03:22.298935,ableism definition
/shorts/4UN0x2Vhq-o,/@DrTraceyMarks,Dr. Tracey Marks,The symptoms of Schizophrenia,237K,2 years,JOIN MY MENTAL WELLNESS COMMUNITY. Take your mental health education to the next level.,2026-01-22 06:03:22.299808,ableism definition
/shorts/EDAo2nN80QM,/@HowtoABA,How to ABA,How to Define Behaviors,904,10 months,"Behavior is more than a diagnosis! When we label behavior solely by a diagnosis like ADHD, we miss the bigger picture. Instead ...",2026-01-22 06:03:22.300498,ableism definition
/shorts/-GRjTREdfQw,/channel/UCLvAmmzhy_4kl2oMje9Rk5w,Zara Beth,Try this if you’re neurodivergent!🧠  #awareness #disability #neurodivergent,1.3M,2 years,don't forget to subscribe! ♡ ------------------------------- ⭐️ instagram ▹ https://www.instagram.com/zara.bethx/ ⭐️ all socials ...,2026-01-22 06:03:22.301204,ableism definition
/shorts/dTZ5_s5kT1g,/@learnreadingofficial,Learn Reading,Quick Dyslexia Test,252K,1 year,What works for dyslexic learners? Workbook 1 below is for ages 6-adult. (The lessons will NOT insult the intelligence of older ...,2026-01-22 06:03:22.301853,ableism definition
/shorts/JImy9Vfoukg,/@KevinMD,"Kevin Pho, MD",What is a sensory processing disorder? #shorts,9.5K,3 years,So what a sensory processing disorder is is that we have five senses. There's either a heightened sense of one of those five ...,2026-01-22 06:03:22.302512,ableism definition
/watch?v=7aW-NmzmRXI&pp=ygUSYWJsZWlzbSBkZWZpbml0aW9u,/@knowledgeinmotion,"Dr. Sue ElHessen, Ed.D",ABLEISM - What is it? Dr Sue ElHessen,507,3 years,Dr. Sue gives her perception of discrimination ABLEISM as a person with a disability serving on a school board.,2026-01-22 06:03:22.303165,ableism definition
/shorts/sZBRo-kp1J8,/@autismfromtheInside,Autism From The Inside,Signs of Undiagnosed Autism in Adults,957K,1 year,The full video premieres tomorrow at 8:30am Melbourne. ----------------------------------------------- Welcome to Autism From The ...,2026-01-22 06:03:22.303797,ableism definition
/shorts/LHcpn6Fv8xI,/@MomontheSpectrum,Mom on the Spectrum,Autism VS ADHD,557K,4 years,Connect with others like you in an Autistic Community Group: https://taylorheaton.as.me/schedule.php ❤️ MY FAVORITE ...,2026-01-22 06:03:22.304452,ableism definition
/shorts/-HjGwBeIbPw,/@DrTraceyMarks,Dr. Tracey Marks,"What are the id, the ego, and the super ego?",55K,2 years,JOIN MY MENTAL WELLNESS COMMUNITY. Take your mental health education to the next level.,2026-01-22 06:03:22.305729,ableism definition
/shorts/B3RPEauR5qw,/@axissources,Z A,🔥 Sparking the Debate: Is the Abortion Issue Rooted in Ableism? 🔥,1.3K,1 year,"A thought-provoking exploration into the complexities of the abortion debate, this video raises the challenging question of ableism ...",2026-01-22 06:03:22.306426,ableism definition
/shorts/N92cQcQ3mHU,/@TherapyToThePoint,TherapyToThePoint,5 Signs of High Functioning ADHD.,899K,2 years,I share 5 signs of High Functioning ADHD. #adhd #adhdsymptoms.,2026-01-22 06:03:22.307071,ableism definition
/shorts/rJb6_3B1aHE,/@DrTraceyMarks,Dr. Tracey Marks,9 Symptoms of Depression #shorts,1.3M,2 years,JOIN MY MENTAL WELLNESS COMMUNITY. Take your mental health education to the next level.,2026-01-22 06:03:22.308568,ableism definition
/shorts/uXFQ-rCxPV8,/@DrTraceyMarks,Dr. Tracey Marks,Why it can be beneficial to define your values #shorts,14K,2 years,JOIN MY MENTAL WELLNESS COMMUNITY. Take your mental health education to the next level.,2026-01-22 06:03:22.309413,ableism definition
/shorts/elIGC2qoMeg,/@choosingtherapy,Choosing Therapy,What is an Ambivert?,9.5K,2 years,"Ambiverts may notice that they tend to be more introverted during certain times, such as with new people or at work. But they might ...",2026-01-22 06:03:22.310031,ableism definition
